x,y,z,force1_x,force2_x,force3_x
2.45,0.65,-100.927078288,0.090072429,-0.091161416,0.001088987
2.45,0.7,-100.932953451,0.035133027,-0.036142002,0.001008975
2.45,0.75,-100.934380653,-0.004744617,0.003813306,0.000931311
2.45,0.8,-100.932076761,-0.031285967,0.032090304,-0.000804337
2.45,0.85,-100.928005566,-0.051937217,0.052939335,-0.001002119
2.45,0.9,-100.922260066,-0.066600444,0.067820053,-0.001219608
2.45,0.95,-100.915330012,-0.076766885,0.078224405,-0.00145752
2.45,1.0,-100.907583926,-0.083533072,0.085249699,-0.001716627
2.45,1.05,-100.899363311,-0.089114105,0.09026746,-0.001153356
2.45,1.1,-100.89071355,-0.090702796,0.092540076,-0.00183728
2.45,1.15,-100.881922639,-0.090807099,0.093318034,-0.002510936
2.45,1.2,-100.87311171,-0.090066338,0.093068542,-0.003002204
2.45,1.25,-100.864362769,-0.088568943,0.091980755,-0.003411812
2.45,1.3,-100.855754713,-0.086215569,0.090100111,-0.003884542
2.45,1.35,-100.847360769,-0.08298291,0.08743653,-0.00445362
2.45,1.4,-100.839261643,-0.078652171,0.083813307,-0.005161135
2.45,1.45,-100.831561675,-0.072948398,0.078955875,-0.006007477
2.45,1.5,-100.824377409,-0.066068781,0.072966006,-0.006897225
2.45,1.55,-100.817791088,-0.05867294,0.066400512,-0.007727571
2.45,1.6,-100.811831429,-0.051305164,0.05976691,-0.008461746
2.45,1.65,-100.806489525,-0.044259596,0.053359157,-0.009099561
2.45,1.7,-100.801735948,-0.037681663,0.047332029,-0.009650366
2.45,1.75,-100.797530521,-0.031640972,0.041765386,-0.010124414
2.45,1.8,-100.793827768,-0.026164598,0.036695255,-0.010530656
2.45,1.85,-100.790580196,-0.02125325,0.032130158,-0.010876908
2.45,1.9,-100.787740476,-0.016888524,0.028059037,-0.011170514
2.45,1.95,-100.785263038,-0.0130384,0.024456581,-0.011418181
2.45,2.0,-100.783105149,-0.009663171,0.021289023,-0.011625852
2.45,2.05,-100.78122751,-0.006718714,0.018517794,-0.01179908
2.45,2.1,-100.779594602,-0.004158894,0.016101903,-0.011943009
2.45,2.15,-100.778174773,-0.001938871,0.014001006,-0.012062135
2.45,2.2,-100.776940065,-1.6914e-05,0.012177382,-0.012160468
2.45,2.25,-100.775865949,0.001645376,0.010596203,-0.012241579
2.45,2.3,-100.774931039,0.003082703,0.009225784,-0.012308487
2.45,2.35,-100.774116776,0.004325584,0.00803815,-0.012363735
2.45,2.4,-100.77340706,0.005400481,0.007009015,-0.012409496
2.45,2.45,-100.772787944,0.006330443,0.0061171,-0.012447544
2.45,2.5,-100.772247365,0.007135595,0.005343722,-0.012479317
2.45,2.55,-100.771774903,0.007833207,0.004672799,-0.012506006
2.45,2.6,-100.771361541,0.008437984,0.004090579,-0.012528562
2.45,2.65,-100.77099948,0.008962637,0.003585112,-0.01254775
2.45,2.7,-100.770681971,0.009418324,0.003145863,-0.012564186
2.45,2.75,-100.770403203,0.009814723,0.002763636,-0.012578358
2.45,2.8,-100.77015817,0.010160025,0.002430627,-0.012590651
2.45,2.85,-100.769942539,0.010461113,0.002140263,-0.012601376
2.45,2.9,-100.769752554,0.01072389,0.001886888,-0.012610778
2.45,2.95,-100.769584963,0.01095359,0.001665472,-0.012619062
2.45,3.0,-100.76943696,0.011154835,0.001471553,-0.012626388
2.45,3.05,-100.769306133,0.011331518,0.00130137,-0.012632888
2.45,3.1,-100.769190387,0.011486807,0.001151865,-0.012638673
2.45,3.15,-100.769087891,0.011623354,0.001020486,-0.01264384
2.45,3.2,-100.768997043,0.01174353,0.000904944,-0.012648474
2.45,3.25,-100.76891645,0.011849546,0.000803101,-0.012652647
2.45,3.3,-100.768844908,0.011943364,0.000713059,-0.012656423
2.45,3.35,-100.768781378,0.012026561,0.000633291,-0.012659852
2.45,3.4,-100.768724947,0.012100347,0.000562635,-0.012662982
2.45,3.45,-100.768674799,0.012165727,0.000500126,-0.012665853
2.45,3.5,-100.768630209,0.012223653,0.000444847,-0.012668501
2.45,3.55,-100.768590536,0.012275099,0.000395859,-0.012670958
2.45,3.6,-100.768555232,0.012320978,0.00035227,-0.012673248
2.45,3.65,-100.76852382,0.012362028,0.000313363,-0.012675391
2.45,3.7,-100.768495883,0.01239876,0.000278638,-0.012677398
2.45,3.75,-100.768471045,0.012431544,0.000247743,-0.012679287
2.45,3.8,-100.768448956,0.012460718,0.000220354,-0.012681072
2.45,3.85,-100.768429304,0.012486667,0.000196099,-0.012682766
2.45,3.9,-100.768411814,0.01250982,0.000174554,-0.012684374
2.45,3.95,-100.768396247,0.012530605,0.000155301,-0.012685906
2.45,4.0,-100.768382404,0.012549358,0.000138011,-0.012687369
2.5,0.5,-100.86209874,0.42280667,-0.423784288,0.000977617
2.5,0.6,-100.915158453,0.166386647,-0.167216647,0.00083
2.5,0.7,-100.933033309,0.035376077,-0.036069992,0.000693915
2.5,0.75,-100.93445384,-0.004512597,0.003883165,0.000629432
2.5,0.8,-100.932005946,-0.031566486,0.032263311,-0.000696825
2.5,0.85,-100.927917545,-0.052266664,0.053130658,-0.000863993
2.5,0.9,-100.922153078,-0.066981586,0.068030345,-0.001048759
2.5,0.95,-100.91520223,-0.077202578,0.07845439,-0.001251812
2.5,1.0,-100.907433451,-0.084026327,0.085500228,-0.001473901
2.5,1.1,-100.890577655,-0.092158988,0.093212044,-0.001053056
2.5,1.15,-100.881723711,-0.092272936,0.09398518,-0.001712243
2.5,1.2,-100.872853409,-0.091225999,0.093600716,-0.002374717
2.5,1.25,-100.864063369,-0.089450236,0.09238674,-0.002936504
2.5,1.3,-100.855413823,-0.087234052,0.090577567,-0.003343515
2.5,1.35,-100.846969863,-0.084191112,0.088025851,-0.00383474
2.5,1.4,-100.838808007,-0.080099139,0.084555248,-0.004456109
2.5,1.45,-100.831031785,-0.074585815,0.07981021,-0.005224395
2.5,1.5,-100.823766541,-0.067756761,0.073806156,-0.006049395
2.5,1.55,-100.817104685,-0.060335199,0.067154026,-0.006818828
2.5,1.6,-100.811078451,-0.052928663,0.060423215,-0.007494552
2.5,1.65,-100.805678838,-0.045847253,0.053926105,-0.008078852
2.5,1.7,-100.8008755,-0.039238055,0.047820014,-0.008581959
2.5,1.75,-100.796627308,-0.033170299,0.042184136,-0.009013837
2.5,1.8,-100.792887925,-0.027669673,0.037053121,-0.009383449
2.5,1.85,-100.789609129,-0.022735765,0.032434352,-0.009698587
2.5,1.9,-100.786742936,-0.018350426,0.028316246,-0.00996582
2.5,1.95,-100.784243171,-0.014481792,0.024672948,-0.010191156
2.5,2.0,-100.782066553,-0.011089763,0.021470008,-0.010380245
2.5,2.05,-100.780173287,-0.008130314,0.018668413,-0.010538098
2.5,2.1,-100.778527398,-0.005557591,0.016226814,-0.010669224
2.5,2.15,-100.777096818,-0.003326467,0.014104298,-0.010777831
2.5,2.2,-100.77585323,-0.001394992,0.012262619,-0.010867627
2.5,2.25,-100.774771787,0.000275221,0.010666538,-0.010941759
2.5,2.3,-100.773830828,0.001719105,0.009283894,-0.011002999
2.5,2.35,-100.773011563,0.002967463,0.00808625,-0.011053714
2.5,2.4,-100.772297699,0.00404684,0.007048972,-0.011095812
2.5,2.45,-100.771675131,0.004980452,0.006150448,-0.0111309
2.5,2.5,-100.771131665,0.005788611,0.005371695,-0.011160306
2.5,2.55,-100.770656773,0.006488679,0.004696408,-0.011185086
2.5,2.6,-100.770241354,0.007095463,0.004110639,-0.011206103
2.5,2.65,-100.769877539,0.007621781,0.003602275,-0.011224056
2.5,2.7,-100.769558522,0.008078856,0.003160649,-0.011239506
2.5,2.75,-100.769278454,0.008476428,0.00277646,-0.011252887
2.5,2.8,-100.769032288,0.008822742,0.002441814,-0.011264556
2.5,2.85,-100.768815667,0.009124714,0.002150078,-0.011274792
2.5,2.9,-100.76862481,0.009388278,0.001895544,-0.011283821
2.5,2.95,-100.76845645,0.009618687,0.001673137,-0.011291824
2.5,3.0,-100.768307765,0.00982058,0.001478364,-0.011298944
2.5,3.05,-100.768176329,0.00999786,0.001307439,-0.0113053
2.5,3.1,-100.768060041,0.010153695,0.001157289,-0.011310984
2.5,3.15,-100.76795706,0.010290735,0.001025347,-0.011316082
2.5,3.2,-100.767865776,0.01041135,0.000909317,-0.011320667
2.5,3.25,-100.76778479,0.010517751,0.000807048,-0.0113248
2.5,3.3,-100.767712894,0.010611903,0.000716633,-0.011328535
2.5,3.35,-100.767649042,0.010695382,0.000636539,-0.011331921
2.5,3.4,-100.767592317,0.0107694,0.000565599,-0.011334998
2.5,3.45,-100.767541901,0.010834962,0.000502844,-0.011337806
2.5,3.5,-100.767497064,0.010893027,0.000447353,-0.01134038
2.5,3.55,-100.767457164,0.010944571,0.00039818,-0.011342751
2.5,3.6,-100.767421648,0.010990514,0.000354429,-0.011344943
2.5,3.65,-100.767390039,0.011031598,0.000315377,-0.011346975
2.5,3.7,-100.767361918,0.011068345,0.000280522,-0.011348867
2.5,3.75,-100.767336907,0.011101122,0.000249511,-0.011350634
2.5,3.8,-100.767314657,0.011130267,0.00022202,-0.011352287
2.5,3.85,-100.767294852,0.011156165,0.000197676,-0.011353841
2.5,3.9,-100.767277216,0.011179256,0.000176052,-0.011355308
2.5,3.95,-100.767261511,0.011199973,0.000156725,-0.011356698
2.5,4.0,-100.767247536,0.011218652,0.000139366,-0.011358018
2.55,0.5,-100.862176719,0.423030633,-0.423713775,0.000683141
2.55,0.6,-100.915223574,0.166592733,-0.167151814,0.000559081
2.55,0.65,-100.927224212,0.090523532,-0.091024816,0.000501285
2.55,0.7,-100.933086711,0.035564297,-0.036010173,0.000445876
2.55,0.75,-100.934501655,-0.004333463,0.003941089,0.000392375
2.55,0.8,-100.932684485,-0.033315507,0.032974923,0.000340583
2.55,0.85,-100.927841848,-0.052552161,0.053292564,-0.000740403
2.55,0.9,-100.922061287,-0.067312159,0.068209209,-0.00089705
2.55,0.95,-100.91509271,-0.077580873,0.078650905,-0.001070032
2.55,1.0,-100.907304499,-0.084455077,0.085715166,-0.00126009
2.55,1.05,-100.899287665,-0.09159912,0.091488369,0.000110752
2.55,1.1,-100.890512084,-0.093526706,0.093874235,-0.000347529
2.55,1.15,-100.881596518,-0.09363723,0.094629825,-0.000992595
2.55,1.2,-100.872665086,-0.092630737,0.094255821,-0.001625084
2.55,1.25,-100.8638135,-0.090687279,0.092965767,-0.002278488
2.55,1.3,-100.855120709,-0.088116626,0.09098829,-0.002871664
2.55,1.35,-100.846633638,-0.085241337,0.088535866,-0.003294528
2.55,1.4,-100.838416859,-0.081377329,0.085214348,-0.003837019
2.55,1.45,-100.830571587,-0.076065166,0.080596273,-0.004531107
2.55,1.5,-100.823231308,-0.069291664,0.07458665,-0.005294985
2.55,1.55,-100.816499451,-0.061842135,0.067849913,-0.006007778
2.55,1.6,-100.810411946,-0.054395568,0.061025252,-0.006629684
2.55,1.65,-100.804959508,-0.04727987,0.054444153,-0.007164282
2.55,1.7,-100.800110752,-0.04064196,0.048265068,-0.007623108
2.55,1.75,-100.795823589,-0.034548756,0.042565402,-0.008016646
2.55,1.8,-100.792050874,-0.029025474,0.03737866,-0.008353186
2.55,1.85,-100.78874367,-0.024071362,0.032711259,-0.008639898
2.55,1.9,-100.785853371,-0.019667301,0.028550501,-0.0088832
2.55,1.95,-100.783333274,-0.015781374,0.024869932,-0.009088558
2.55,2.0,-100.7811396,-0.012374049,0.021634857,-0.009260809
2.55,2.05,-100.779232089,-0.009401138,0.018805768,-0.00940463
2.55,2.1,-100.777574358,-0.006816438,0.016340756,-0.009524318
2.55,2.15,-100.776133969,-0.004575044,0.014198577,-0.009623533
2.55,2.2,-100.774882268,-0.002634975,0.012340576,-0.009705601
2.55,2.25,-100.773794117,-0.000957448,0.010730983,-0.009773535
2.55,2.3,-100.772847613,0.000492582,0.009337223,-0.009829805
2.55,2.35,-100.772023751,0.001745947,0.008130518,-0.009876466
2.55,2.4,-100.771306068,0.002829458,0.007085848,-0.009915305
2.55,2.45,-100.77068031,0.003766488,0.006181297,-0.009947786
2.55,2.5,-100.770134167,0.004577408,0.005397658,-0.009975065
2.55,2.55,-100.769657016,0.005279727,0.004718396,-0.009998123
2.55,2.6,-100.769239679,0.005888367,0.004129384,-0.01001775
2.55,2.65,-100.768874221,0.006416193,0.003618373,-0.010034566
2.55,2.7,-100.768553791,0.006874506,0.003174576,-0.010049082
2.55,2.75,-100.768272494,0.007273113,0.002788587,-0.0100617
2.55,2.8,-100.768025255,0.007620302,0.002452444,-0.010072746
2.55,2.85,-100.767807691,0.007923025,0.00215945,-0.010082475
2.55,2.9,-100.767616001,0.008187241,0.001903851,-0.010091092
2.55,2.95,-100.767446899,0.008418228,0.001680534,-0.010098762
2.55,3.0,-100.767297553,0.00862065,0.001484974,-0.010105624
2.55,3.05,-100.767165526,0.008798415,0.001313361,-0.010111776
2.55,3.1,-100.767048707,0.008954701,0.001162605,-0.010117306
2.55,3.15,-100.766945252,0.009092157,0.001030131,-0.010122288
2.55,3.2,-100.766853538,0.009213152,0.000913631,-0.010126783
2.55,3.25,-100.766772164,0.009319903,0.000810946,-0.01013085
2.55,3.3,-100.766699917,0.009414368,0.000720161,-0.01013453
2.55,3.35,-100.766635747,0.009498125,0.00063974,-0.010137865
2.55,3.4,-100.766578734,0.009572382,0.000568509,-0.010140891
2.55,3.45,-100.766528056,0.009638144,0.000505501,-0.010143644
2.55,3.5,-100.766482978,0.009696369,0.000449788,-0.010146157
2.55,3.55,-100.766442858,0.009748038,0.000400421,-0.01014846
2.55,3.6,-100.766407138,0.009794079,0.000356498,-0.010150576
2.55,3.65,-100.766375342,0.009835237,0.000317291,-0.010152528
2.55,3.7,-100.766347047,0.00987203,0.000282299,-0.010154329
2.55,3.75,-100.766321873,0.009904829,0.000251166,-0.010155995
2.55,3.8,-100.766299471,0.009933977,0.000223567,-0.010157544
2.55,3.85,-100.765983962,0.010329838,-0.000122743,-0.010207095
2.55,3.9,-100.766261756,0.009982926,0.000177418,-0.010160344
2.55,3.95,-100.766005236,0.01030461,-0.000103425,-0.010201185
2.55,4.0,-100.766014622,0.01029392,-9.5313e-05,-0.010198607
2.6,0.5,-100.862229674,0.423207821,-0.423654331,0.00044651
2.6,0.55,-100.894740248,0.272968088,-0.273361581,0.000393492
2.6,0.6,-100.915265863,0.16675473,-0.167097819,0.000343088
2.6,0.7,-100.933119211,0.035711358,-0.035960573,0.000249215
2.6,0.75,-100.93452952,-0.004193991,0.003989008,0.000204983
2.6,0.8,-100.93270791,-0.033183511,0.033021189,0.000162322
2.6,0.85,-100.927777193,-0.052798569,0.053429491,-0.000630921
2.6,0.9,-100.921982988,-0.067597475,0.068361199,-0.000763724
2.6,0.95,-100.914999312,-0.077907589,0.078818636,-0.000911046
2.6,1.0,-100.907194477,-0.08482588,0.085899448,-0.001073568
2.6,1.05,-100.899291411,-0.091499641,0.091525117,-2.5476e-05
2.6,1.1,-100.890502036,-0.094182453,0.094240109,-5.7656e-05
2.6,1.15,-100.88153374,-0.094905193,0.095255167,-0.000349974
2.6,1.2,-100.872543719,-0.093918808,0.094875827,-0.00095702
2.6,1.25,-100.863632477,-0.092047801,0.093616484,-0.001568684
2.6,1.3,-100.854876532,-0.089368098,0.09159536,-0.002227262
2.6,1.35,-100.846345053,-0.086150013,0.088975507,-0.002825494
2.6,1.4,-100.838080444,-0.082499782,0.085796288,-0.003296506
2.6,1.45,-100.830172904,-0.077397113,0.08131825,-0.003921137
2.6,1.5,-100.82276315,-0.070682482,0.075311108,-0.004628626
2.6,1.55,-100.815966502,-0.063203833,0.06849182,-0.005287987
2.6,1.6,-100.809822647,-0.055718197,0.061577351,-0.005859154
2.6,1.65,-100.80432188,-0.048569009,0.054917085,-0.006348076
2.6,1.7,-100.799431719,-0.041903994,0.048670311,-0.006766317
2.6,1.75,-100.795109078,-0.035788263,0.042912538,-0.007124275
2.6,1.8,-100.791306009,-0.030244564,0.037675126,-0.007430562
2.6,1.85,-100.787972939,-0.025271531,0.032963255,-0.007691724
2.6,1.9,-100.785060705,-0.020850578,0.02876373,-0.007913152
2.6,1.95,-100.782522091,-0.016949469,0.025049467,-0.008099998
2.6,2.0,-100.780312868,-0.013528111,0.021785127,-0.008257016
2.6,2.05,-100.778392376,-0.010542744,0.018930974,-0.00838823
2.6,2.1,-100.776723843,-0.007947424,0.016444811,-0.008497387
2.6,2.15,-100.775274488,-0.005696775,0.014284842,-0.008588067
2.6,2.2,-100.774015361,-0.003748651,0.012411978,-0.008663327
2.6,2.25,-100.772921061,-0.002064457,0.010790145,-0.008725688
2.6,2.3,-100.771969455,-0.00060891,0.009386336,-0.008777426
2.6,2.35,-100.771141356,0.000649133,0.008171358,-0.008820491
2.6,2.4,-100.770420144,0.001736479,0.007119943,-0.008856422
2.6,2.45,-100.769791432,0.00267659,0.00620992,-0.008886511
2.6,2.5,-100.769242802,0.003490066,0.00542181,-0.008911876
2.6,2.55,-100.768763547,0.004194481,0.004738902,-0.008933383
2.6,2.6,-100.768344418,0.004804799,0.004146924,-0.008951723
2.6,2.65,-100.767977421,0.005334002,0.003633482,-0.008967484
2.6,2.7,-100.76765566,0.00579345,0.003187681,-0.008981132
2.6,2.75,-100.767373205,0.006192986,0.002800037,-0.008993022
2.6,2.8,-100.767124954,0.006540944,0.002462511,-0.009003455
2.6,2.85,-100.766906495,0.006844313,0.002168354,-0.009012667
2.6,2.9,-100.766714012,0.007109075,0.001911773,-0.009020848
2.6,2.95,-100.766544202,0.007340536,0.001687616,-0.009028153
2.6,3.0,-100.766394221,0.007543378,0.001491327,-0.009034705
2.6,3.05,-100.766261625,0.007721524,0.001319077,-0.009040601
2.6,3.1,-100.766144293,0.007878164,0.00116776,-0.009045924
2.6,3.15,-100.766040372,0.008015947,0.001034789,-0.009050736
2.6,3.2,-100.765948241,0.008137252,0.000917847,-0.0090551
2.6,3.25,-100.765866488,0.00824429,0.000814767,-0.009059057
2.6,3.3,-100.765793897,0.008339025,0.000723626,-0.00906265
2.6,3.35,-100.765729416,0.00842303,0.000642883,-0.009065912
2.6,3.4,-100.76567212,0.008497511,0.000571364,-0.009068875
2.6,3.45,-100.765621183,0.008563469,0.0005081,-0.009071569
2.6,3.5,-100.765575872,0.008621862,0.000452162,-0.009074024
2.6,3.55,-100.765535536,0.008673671,0.000402596,-0.009076266
2.6,3.6,-100.76549962,0.008719824,0.000358494,-0.009078319
2.6,3.65,-100.765467642,0.008761072,0.000319128,-0.009080201
2.6,3.7,-100.76543918,0.008797937,0.000283992,-0.009081929
2.6,3.75,-100.765413853,0.00883079,0.000252731,-0.009083521
2.6,3.8,-100.765391309,0.008859971,0.000225018,-0.009084989
2.6,3.85,-100.765371231,0.00888587,0.000200479,-0.009086349
2.6,3.9,-100.765353338,0.008908932,0.000178681,-0.009087612
2.6,3.95,-100.765337392,0.008929592,0.000159197,-0.009088789
2.6,4.0,-100.765323191,0.008948191,0.000141694,-0.009089885
2.65,0.5,-100.862262401,0.423353118,-0.423604875,0.000251757
2.65,0.55,-100.894768395,0.273106295,-0.273314594,0.000208299
2.65,0.6,-100.915289675,0.166886371,-0.167053196,0.000166825
2.65,0.65,-100.927281191,0.09080311,-0.090930599,0.000127489
2.65,0.8,-100.932716226,-0.033077041,0.033059257,1.7784e-05
2.65,0.85,-100.927722009,-0.053004898,0.053545203,-0.000540305
2.65,0.9,-100.921916247,-0.06783764,0.068490219,-0.000652579
2.65,0.95,-100.914919725,-0.078183976,0.078961654,-0.000777678
2.65,1.0,-100.907100688,-0.085140899,0.086057177,-0.000916279
2.65,1.05,-100.899283677,-0.091419941,0.091554885,-0.000134944
2.65,1.1,-100.890491531,-0.094107377,0.09426826,-0.000160884
2.65,1.2,-100.872481583,-0.095092531,0.09546363,-0.000371099
2.65,1.25,-100.863514424,-0.093273965,0.094217575,-0.000943609
2.65,1.3,-100.854699109,-0.090721869,0.092264663,-0.001542794
2.65,1.35,-100.846101589,-0.087331661,0.089578087,-0.002246426
2.65,1.4,-100.837791616,-0.083477708,0.086306229,-0.00282852
2.65,1.45,-100.829828222,-0.078593292,0.081979806,-0.003386514
2.65,1.5,-100.822354153,-0.071943261,0.075983898,-0.004040638
2.65,1.55,-100.815497567,-0.064432294,0.069082774,-0.00465048
2.65,1.6,-100.809302033,-0.05690821,0.062082194,-0.005173984
2.65,1.65,-100.803757134,-0.049728837,0.055348426,-0.005619589
2.65,1.7,-100.798829241,-0.043038895,0.049039333,-0.006000438
2.65,1.75,-100.794474315,-0.036901833,0.0432282,-0.006326367
2.65,1.8,-100.790643647,-0.031339946,0.037944763,-0.006604817
2.65,1.85,-100.787287039,-0.026350573,0.033192715,-0.006842142
2.65,1.9,-100.784354831,-0.021914105,0.028957838,-0.007043733
2.65,1.95,-100.781799364,-0.0179989,0.025212817,-0.007213917
2.65,2.0,-100.779575986,-0.014565296,0.021922083,-0.007356787
2.65,2.05,-100.777643652,-0.011568923,0.019045303,-0.00747638
2.65,2.1,-100.775965251,-0.008963648,0.016539868,-0.00757622
2.65,2.15,-100.774507698,-0.006704547,0.014363795,-0.007659248
2.65,2.2,-100.773241762,-0.004749353,0.012477568,-0.007728214
2.65,2.25,-100.772141807,-0.003058998,0.010844593,-0.007785595
2.65,2.3,-100.771185507,-0.001598248,0.009431583,-0.007833335
2.65,2.35,-100.770353499,-0.000336025,0.008209111,-0.007873086
2.65,2.4,-100.769629019,0.000754783,0.007151563,-0.007906346
2.65,2.45,-100.768997565,0.00169782,0.006236506,-0.007934326
2.65,2.5,-100.768446624,0.002513638,0.005444308,-0.007957946
2.65,2.55,-100.767965405,0.003219938,0.004758071,-0.007978009
2.65,2.6,-100.767544598,0.003831835,0.004163354,-0.007995189
2.65,2.65,-100.767176158,0.004362322,0.003647667,-0.008009989
2.65,2.7,-100.766853148,0.004822798,0.00320002,-0.008022819
2.65,2.75,-100.766569602,0.005223189,0.002810838,-0.008034027
2.65,2.8,-100.76632039,0.005571854,0.002472024,-0.008043878
2.65,2.85,-100.766101088,0.005875796,0.002176786,-0.008052583
2.65,2.9,-100.765907853,0.006141035,0.001919289,-0.008060324
2.65,2.95,-100.76573737,0.006372898,0.001694349,-0.008067247
2.65,3.0,-100.765586786,0.006576082,0.001497384,-0.008073466
2.65,3.05,-100.765453646,0.006754531,0.001324543,-0.008079073
2.65,3.1,-100.765335822,0.006911441,0.001172705,-0.008084146
2.65,3.15,-100.765231456,0.007049474,0.001039274,-0.008088747
2.65,3.2,-100.765138922,0.007171009,0.000921922,-0.00809293
2.65,3.25,-100.765056801,0.007278267,0.000818472,-0.008096739
2.65,3.3,-100.764983876,0.007373214,0.000726995,-0.008100208
2.65,3.35,-100.76491909,0.007457422,0.000645946,-0.008103368
2.65,3.4,-100.764861518,0.007532094,0.000574149,-0.008106243
2.65,3.45,-100.764810332,0.007598226,0.000510635,-0.008108862
2.65,3.5,-100.764764791,0.007656774,0.000454475,-0.008111249
2.65,3.55,-100.764724247,0.007708719,0.000404709,-0.008113428
2.65,3.6,-100.764688139,0.007754991,0.000360428,-0.008115419
2.65,3.65,-100.764655986,0.00779634,0.0003209,-0.00811724
2.65,3.7,-100.764627363,0.007833288,0.000285617,-0.008118905
2.65,3.75,-100.764601889,0.007866207,0.000254225,-0.008120431
2.65,3.8,-100.76457921,0.007895437,0.000226396,-0.008121833
2.65,3.85,-100.764559006,0.007921372,0.000201754,-0.008123126
2.65,3.9,-100.764540998,0.007944459,0.000179863,-0.008124322
2.65,3.95,-100.764524945,0.007965131,0.000160294,-0.008125425
2.65,4.0,-100.764510644,0.007983736,0.000142712,-0.008126448
2.7,0.5,-100.86227843,0.423470441,-0.423564541,9.41e-05
2.7,0.55,-100.894780734,0.273217217,-0.273276348,5.9132e-05
2.7,0.6,-100.915298468,0.166990946,-0.167016758,2.5812e-05
2.7,0.65,-100.927286639,0.090902269,-0.090895614,-6.655e-06
2.7,0.7,-100.933137135,0.035923476,-0.035885772,-3.7704e-05
2.7,0.75,-100.934540529,-0.00399344,0.004061125,-6.7685e-05
2.7,0.8,-100.932712256,-0.032993981,0.033090476,-9.6495e-05
2.7,0.85,-100.928539122,-0.053974174,0.054097941,-0.000123767
2.7,0.9,-100.921859179,-0.068042252,0.06859927,-0.000557018
2.7,0.95,-100.914851772,-0.078420306,0.079083105,-0.000662799
2.7,1.0,-100.907020648,-0.085411142,0.086191711,-0.000780568
2.7,1.05,-100.899266712,-0.091359175,0.091578766,-0.000219591
2.7,1.15,-100.881494774,-0.095264874,0.095524335,-0.000259462
2.7,1.2,-100.87245636,-0.095351087,0.095628659,-0.000277571
2.7,1.25,-100.863451642,-0.094372365,0.094771929,-0.000399565
2.7,1.3,-100.854582395,-0.091920993,0.092862634,-0.000941641
2.7,1.35,-100.845922553,-0.088769416,0.090326251,-0.001556835
2.7,1.4,-100.837544036,-0.084369486,0.086775351,-0.002405865
2.7,1.45,-100.829530894,-0.079665759,0.082582583,-0.002916824
2.7,1.5,-100.821997484,-0.073087955,0.076607331,-0.003519376
2.7,1.55,-100.815085537,-0.065544818,0.06962634,-0.004081522
2.7,1.6,-100.80884264,-0.05798225,0.062543236,-0.004560986
2.7,1.65,-100.803257531,-0.050773543,0.055740771,-0.004967228
2.7,1.7,-100.798295326,-0.044061653,0.049375002,-0.005313349
2.7,1.75,-100.793911021,-0.037905986,0.043515541,-0.005609554
2.7,1.8,-100.790055242,-0.032326934,0.038189922,-0.005862988
2.7,1.85,-100.786677245,-0.027322311,0.033401151,-0.00607884
2.7,1.9,-100.783726881,-0.02287258,0.029134465,-0.006261885
2.7,1.95,-100.781156065,-0.018945,0.025361683,-0.006416683
2.7,2.0,-100.778919789,-0.015499813,0.022046843,-0.00654703
2.7,2.05,-100.776976661,-0.012493421,0.019149593,-0.006656172
2.7,2.1,-100.775289246,-0.009879601,0.016626944,-0.006747343
2.7,2.15,-100.773824173,-0.007612762,0.014436271,-0.006823509
2.7,2.2,-100.772551985,-0.005650812,0.012537794,-0.006886982
2.7,2.25,-100.771446831,-0.003954977,0.010894741,-0.006939763
2.7,2.3,-100.770486198,-0.002489655,0.009473421,-0.006983766
2.7,2.35,-100.769650573,-0.001223451,0.008244058,-0.007020607
2.7,2.4,-100.768923065,-0.000129397,0.007180884,-0.007051487
2.7,2.45,-100.768289064,0.000816202,0.006261269,-0.00707747
2.7,2.5,-100.767735966,0.001634186,0.00546532,-0.007099506
2.7,2.55,-100.767252912,0.002342307,0.004775997,-0.007118304
2.7,2.6,-100.766830534,0.00295564,0.00417877,-0.00713441
2.7,2.65,-100.766460738,0.003487298,0.003661015,-0.007148313
2.7,2.7,-100.76613655,0.003948767,0.003211644,-0.00716041
2.7,2.75,-100.765851976,0.004349958,0.002821025,-0.007170983
2.7,2.8,-100.765601861,0.004699266,0.00248101,-0.007180276
2.7,2.85,-100.765381756,0.005003744,0.002184755,-0.007188499
2.7,2.9,-100.76518781,0.005269419,0.001926396,-0.007195815
2.7,2.95,-100.765016694,0.005501633,0.001700722,-0.007202355
2.7,3.0,-100.764865539,0.005705109,0.001503122,-0.007208231
2.7,3.05,-100.764731881,0.005883805,0.001329728,-0.007213533
2.7,3.1,-100.764613593,0.006040927,0.001177405,-0.007218332
2.7,3.15,-100.764508804,0.006179144,0.001043546,-0.007222691
2.7,3.2,-100.764415883,0.006300847,0.000925814,-0.007226661
2.7,3.25,-100.764333412,0.006408261,0.000822023,-0.007230284
2.7,3.3,-100.764260166,0.006503361,0.000730234,-0.007233594
2.7,3.35,-100.764195088,0.006587719,0.000648899,-0.007236618
2.7,3.4,-100.76413725,0.006662538,0.000576841,-0.007239379
2.7,3.45,-100.76408582,0.006728808,0.00051309,-0.007241899
2.7,3.5,-100.764040057,0.006787485,0.000456715,-0.0072442
2.7,3.55,-100.763999311,0.006839547,0.000406756,-0.007246303
